 ****** HSPICE -- O-2018.09-SP2-2 linux64 (May  9 2019) ******
  Copyright (c) 1986 - 2020 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
2
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
vw,wm,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
0.3144519,0.07569439,-0.3199582,-0.4004586,-0.2395697
0.314452,0.07569844,-0.3173211,-0.3977955,-0.2369574
0.3144523,0.07570038,-0.3146861,-0.3951348,-0.234347
0.3144525,0.07570068,-0.3120533,-0.3924766,-0.2317386
0.3144527,0.07570235,-0.3094227,-0.3898208,-0.2291321
0.314455,0.07570322,-0.3067942,-0.3871674,-0.2265275
0.3144553,0.07570871,-0.3041679,-0.3845163,-0.2239248
0.3144567,0.0757287,-0.3015436,-0.3818675,-0.221324
0.3144569,0.07577309,-0.2989214,-0.3792211,-0.2187249
0.3144569,0.07579915,-0.2963013,-0.376577,-0.2161277
0.3144576,0.08538494,-0.2936832,-0.3739351,-0.2135324
0.3144591,0.08539649,-0.2910671,-0.3712955,-0.2109388
0.3144597,0.08539939,-0.288453,-0.3686581,-0.2083469
0.3144618,0.08541007,-0.2858409,-0.3660229,-0.2057568
0.3144628,0.08541265,-0.2832307,-0.3633899,-0.2031684
0.314463,0.0854147,-0.2806224,-0.360759,-0.2005818
0.3144641,0.08541543,-0.2780161,-0.3581303,-0.1979968
0.3144645,0.08541799,-0.2754116,-0.3555037,-0.1954135
0.3144648,0.08541828,-0.2728091,-0.3528792,-0.1928318
0.3144655,0.08541959,-0.2702083,-0.3502568,-0.1902517
0.3144658,0.08542032,-0.2676094,-0.3476364,-0.1876732
0.3144661,0.08542179,-0.2650123,-0.345018,-0.1850963
0.3144679,0.08542352,-0.262417,-0.3424017,-0.182521
0.3144679,0.08542615,-0.2598234,-0.3397873,-0.1799473
0.3144684,0.08542637,-0.2572316,-0.337175,-0.177375
0.3144709,0.08542734,-0.2546415,-0.3345646,-0.1748043
0.3144711,0.08542942,-0.2520531,-0.3319561,-0.172235
0.3144714,0.0854303,-0.2494664,-0.3293495,-0.1696673
0.3144717,0.0854309,-0.2468814,-0.3267448,-0.167101
0.3144719,0.08543098,-0.244298,-0.324142,-0.1645361
0.3144721,0.08543109,-0.2417163,-0.321541,-0.1619726
0.3144725,0.08543164,-0.2391362,-0.3189418,-0.1594105
0.3144741,0.08543165,-0.2365576,-0.3163445,-0.1568498
0.3144746,0.08543258,-0.2339807,-0.3137489,-0.1542905
0.3144749,0.08543292,-0.2314052,-0.3111552,-0.1517325
0.3144756,0.08543345,-0.2288313,-0.3085631,-0.1491758
0.3144758,0.08543377,-0.226259,-0.3059728,-0.1466204
0.3144759,0.08543383,-0.2236881,-0.3033842,-0.1440663
0.3144765,0.08543431,-0.2211187,-0.3007973,-0.1415135
0.3144765,0.08543445,-0.2185508,-0.2982121,-0.1389619
0.314477,0.08543571,-0.2159843,-0.2956285,-0.1364116
0.3144771,0.08543615,-0.2134192,-0.2930466,-0.1338625
0.3144774,0.08543662,-0.2108555,-0.2904662,-0.1313145
0.3144778,0.08543714,-0.2082933,-0.2878875,-0.1287678
0.3144787,0.08543718,-0.2057323,-0.2853103,-0.1262222
0.314479,0.08543734,-0.2031728,-0.2827347,-0.1236777
0.3144794,0.08543761,-0.2006145,-0.2801607,-0.1211344
0.3144795,0.08543908,-0.1980576,-0.2775881,-0.1185922
0.3144802,0.08544071,-0.195502,-0.2750171,-0.1160511
0.3144804,0.08544137,-0.1929476,-0.2724475,-0.113511
0.3144809,0.08544185,-0.1903945,-0.2698794,-0.110972
0.3144816,0.08544211,-0.1878427,-0.2673128,-0.1084341
0.3144826,0.08544264,-0.185292,-0.2647476,-0.1058971
0.3144828,0.08544318,-0.1827426,-0.2621837,-0.1033612
0.3144843,0.08544383,-0.1801943,-0.2596213,-0.1008262
0.314485,0.08544405,-0.1776473,-0.2570603,-0.09829223
0.314485,0.08544472,-0.1751013,-0.2545006,-0.0957592
0.3144852,0.08544535,-0.1725566,-0.2519422,-0.0932271
0.3144858,0.08544545,-0.1700129,-0.2493852,-0.09069592
0.3144868,0.08544606,-0.1674703,-0.2468295,-0.08816564
0.3144873,0.08544628,-0.1649288,-0.244275,-0.08563624
0.3144877,0.08544649,-0.1623884,-0.2417218,-0.08310772
0.3144886,0.0854468,-0.159849,-0.2391699,-0.08058003
0.3144896,0.08544701,-0.1573107,-0.2366192,-0.07805319
0.3144901,0.08544764,-0.1547734,-0.2340697,-0.07552716
0.3144903,0.08544815,-0.152237,-0.2315214,-0.07300193
0.3144906,0.08544848,-0.1497017,-0.2289742,-0.07047748
0.3144908,0.0854485,-0.1471673,-0.2264283,-0.06795381
0.3144909,0.08544949,-0.1446338,-0.2238835,-0.06543088
0.3144916,0.08545041,-0.1421013,-0.2213398,-0.06290868
0.314492,0.08545087,-0.1395697,-0.2187972,-0.0603872
0.314492,0.08545142,-0.137039,-0.2162557,-0.05786642
0.3144925,0.08545142,-0.1345091,-0.2137152,-0.05534632
0.3144931,0.08545251,-0.1319801,-0.2111759,-0.05282688
0.3144936,0.08545467,-0.129452,-0.2086375,-0.05030811
0.3144951,0.08545518,-0.1269247,-0.2061002,-0.04778996
0.3144958,0.08545564,-0.1243982,-0.2035639,-0.04527244
0.314496,0.08545604,-0.1218725,-0.2010286,-0.04275551
0.314496,0.08545624,-0.1193476,-0.1984943,-0.04023916
0.3144962,0.08545629,-0.1168234,-0.1959609,-0.03772339
0.3144969,0.08545669,-0.1143,-0.1934284,-0.03520817
0.3144979,0.08545762,-0.1117773,-0.1908969,-0.03269349
0.3144989,0.08545785,-0.1092553,-0.1883662,-0.03017932
0.3145007,0.0854586,-0.106734,-0.1858365,-0.02766567
0.3145011,0.08545949,-0.1042134,-0.1833076,-0.0251525
0.3145012,0.08545957,-0.1016935,-0.1807796,-0.0226398
0.3145019,0.08545963,-0.09917415,-0.1782524,-0.02012756
0.3145024,0.08545995,-0.09665548,-0.1757261,-0.01761577
0.3145034,0.0854604,-0.09413741,-0.1732005,-0.01510439
0.3145034,0.08546041,-0.09161995,-0.1706757,-0.01259342
0.3145058,0.08546111,-0.08910307,-0.1681517,-0.01008284
0.3145059,0.0854613,-0.08658675,-0.1656285,-0.007572644
0.3145061,0.08546132,-0.08407098,-0.1631059,-0.005062802
0.3145062,0.08546206,-0.08155574,-0.1605841,-0.002553304
0.3145064,0.08546312,-0.07904101,-0.1580631,-4.413375e-05
0.3145069,0.08546343,-0.07652679,-0.1555427,0.002464725
0.3145076,0.08546395,-0.07401305,-0.1530229,0.004973289
0.3145082,0.08546475,-0.07149978,-0.1505039,0.007481569
0.3145092,0.08546481,-0.06898696,-0.1479854,0.009989587
0.3145095,0.08546571,-0.06647457,-0.1454676,0.01249736
0.3145098,0.08546624,-0.06396261,-0.1429504,0.0150049
0.3145101,0.08546679,-0.06145105,-0.1404338,0.01751222
0.3145104,0.08546686,-0.05893987,-0.1379178,0.02001934
0.3145105,0.08546712,-0.05642907,-0.1354023,0.02252628
0.3145116,0.08546754,-0.05391862,-0.1328874,0.02503303
0.3145123,0.08546762,-0.05140851,-0.130373,0.02753965
0.3145131,0.08546781,-0.04889873,-0.1278591,0.03004612
0.3145131,0.08546903,-0.04638926,-0.1253457,0.03255248
0.3145131,0.0854694,-0.04388007,-0.1228328,0.03505872
0.3145137,0.08546954,-0.04137117,-0.1203203,0.03756486
0.3145138,0.08547053,-0.03886252,-0.1178083,0.04007094
0.3145146,0.08547134,-0.03635412,-0.1152967,0.04257696
0.3145146,0.08547145,-0.03384594,-0.1127856,0.04508294
0.3145159,0.08547197,-0.03133798,-0.1102748,0.0475889
0.3145174,0.08547265,-0.02883022,-0.1077644,0.05009483
0.3145175,0.08547344,-0.02632264,-0.1052544,0.05260078
0.3145179,0.08547366,-0.02381522,-0.1027447,0.05510674
0.3145182,0.08547435,-0.02130795,-0.1002354,0.05761274
0.3145192,0.08547459,-0.01880082,-0.09772637,0.06011878
0.3145197,0.08547554,-0.0162938,-0.09521766,0.06262489
0.3145202,0.08547569,-0.01378689,-0.09270924,0.06513109
0.3145205,0.08547584,-0.01128007,-0.09020109,0.06763739
0.3145207,0.0854759,-0.008773312,-0.0876932,0.07014381
0.3145208,0.08547668,-0.006266612,-0.08518555,0.07265034
0.3145215,0.08547772,-0.003759951,-0.08267812,0.07515703
0.3145217,0.08547796,-0.001253314,-0.0801709,0.07766388
0.314522,0.08547827,0.001253314,-0.07766388,0.0801709
0.3145223,0.08547852,0.003759951,-0.07515703,0.08267812
0.3145233,0.08547917,0.006266612,-0.07265034,0.08518555
0.3145241,0.08547932,0.008773312,-0.07014381,0.0876932
0.3145242,0.08547953,0.01128007,-0.06763739,0.09020109
0.3145243,0.08547976,0.01378689,-0.06513109,0.09270924
0.3145245,0.08548026,0.0162938,-0.06262489,0.09521766
0.3145254,0.08548076,0.01880082,-0.06011878,0.09772637
0.3145256,0.08548178,0.02130795,-0.05761274,0.1002354
0.3145263,0.08548211,0.02381522,-0.05510674,0.1027447
0.3145266,0.08548249,0.02632264,-0.05260078,0.1052544
0.3145273,0.0854826,0.02883022,-0.05009483,0.1077644
0.314528,0.08548408,0.03133798,-0.0475889,0.1102748
0.3145286,0.08548538,0.03384594,-0.04508294,0.1127856
0.3145287,0.08548543,0.03635412,-0.04257696,0.1152967
0.3145295,0.08548619,0.03886252,-0.04007094,0.1178083
0.3145305,0.08548631,0.04137117,-0.03756486,0.1203203
0.3145306,0.08548687,0.04388007,-0.03505872,0.1228328
0.314531,0.08548692,0.04638926,-0.03255248,0.1253457
0.3145322,0.08548694,0.04889873,-0.03004612,0.1278591
0.3145324,0.08548766,0.05140851,-0.02753965,0.130373
0.3145325,0.0854884,0.05391862,-0.02503303,0.1328874
0.3145329,0.08548952,0.05642907,-0.02252628,0.1354023
0.3145331,0.08548961,0.05893987,-0.02001934,0.1379178
0.3145332,0.08548986,0.06145105,-0.01751222,0.1404338
0.3145338,0.08549019,0.06396261,-0.0150049,0.1429504
0.3145343,0.08549054,0.06647457,-0.01249736,0.1454676
0.3145352,0.08549083,0.06898696,-0.009989587,0.1479854
0.3145353,0.08549181,0.07149978,-0.007481569,0.1505039
0.3145361,0.0854924,0.07401305,-0.004973289,0.1530229
0.3145366,0.08549312,0.07652679,-0.002464725,0.1555427
0.3145369,0.08549355,0.07904101,4.413375e-05,0.1580631
0.3145379,0.08549384,0.08155574,0.002553304,0.1605841
0.3145387,0.08549392,0.08407098,0.005062802,0.1631059
0.3145387,0.08549406,0.08658675,0.007572644,0.1656285
0.3145389,0.08549418,0.08910307,0.01008284,0.1681517
0.3145396,0.08549657,0.09161995,0.01259342,0.1706757
0.3145396,0.08549658,0.09413741,0.01510439,0.1732005
0.3145401,0.08549761,0.09665548,0.01761577,0.1757261
0.3145404,0.08549809,0.09917415,0.02012756,0.1782524
0.3145404,0.08549877,0.1016935,0.0226398,0.1807796
0.3145405,0.08549885,0.1042134,0.0251525,0.1833076
0.3145414,0.08549927,0.106734,0.02766567,0.1858365
0.3145421,0.08550114,0.1092553,0.03017932,0.1883662
0.3145424,0.08550205,0.1117773,0.03269349,0.1908969
0.3145433,0.08550311,0.1143,0.03520817,0.1934284
0.3145437,0.08550382,0.1168234,0.03772339,0.1959609
0.3145438,0.08550401,0.1193476,0.04023916,0.1984943
0.314544,0.08550405,0.1218725,0.04275551,0.2010286
0.3145444,0.08550418,0.1243982,0.04527244,0.2035639
0.3145448,0.08550486,0.1269247,0.04778996,0.2061002
0.3145453,0.08550639,0.129452,0.05030811,0.2086375
0.3145475,0.08550694,0.1319801,0.05282688,0.2111759
0.3145486,0.08550751,0.1345091,0.05534632,0.2137152
0.3145486,0.08550796,0.137039,0.05786642,0.2162557
0.3145491,0.08550796,0.1395697,0.0603872,0.2187972
0.3145496,0.0855084,0.1421013,0.06290868,0.2213398
0.3145505,0.08550913,0.1446338,0.06543088,0.2238835
0.3145515,0.08550924,0.1471673,0.06795381,0.2264283
0.3145515,0.08550937,0.1497017,0.07047748,0.2289742
0.3145519,0.08550969,0.152237,0.07300193,0.2315214
0.3145524,0.08550992,0.1547734,0.07552716,0.2340697
0.314553,0.08551039,0.1573107,0.07805319,0.2366192
0.3145532,0.0855114,0.159849,0.08058003,0.2391699
0.3145535,0.08551233,0.1623884,0.08310772,0.2417218
0.3145537,0.08551273,0.1649288,0.08563624,0.244275
0.3145539,0.08551324,0.1674703,0.08816564,0.2468295
0.3145546,0.08551421,0.1700129,0.09069592,0.2493852
0.3145547,0.0855148,0.1725566,0.0932271,0.2519422
0.3145553,0.085515,0.1751013,0.0957592,0.2545006
0.3145559,0.08551502,0.1776473,0.09829223,0.2570603
0.3145562,0.0855157,0.1801943,0.1008262,0.2596213
0.3145568,0.08551718,0.1827426,0.1033612,0.2621837
0.3145574,0.08551745,0.185292,0.1058971,0.2647476
0.3145579,0.08551837,0.1878427,0.1084341,0.2673128
0.3145582,0.08551908,0.1903945,0.110972,0.2698794
0.3145586,0.08551956,0.1929476,0.113511,0.2724475
0.3145593,0.08551979,0.195502,0.1160511,0.2750171
0.3145609,0.08552051,0.1980576,0.1185922,0.2775881
0.3145624,0.08552056,0.2006145,0.1211344,0.2801607
0.3145627,0.08552102,0.2031728,0.1236777,0.2827347
0.3145628,0.08552129,0.2057323,0.1262222,0.2853103
0.3145629,0.08552224,0.2082933,0.1287678,0.2878875
0.3145634,0.08552262,0.2108555,0.1313145,0.2904662
0.3145638,0.08552286,0.2134192,0.1338625,0.2930466
0.3145643,0.08552298,0.2159843,0.1364116,0.2956285
0.3145656,0.08552345,0.2185508,0.1389619,0.2982121
0.3145657,0.08552354,0.2211187,0.1415135,0.3007973
0.3145662,0.08552412,0.2236881,0.1440663,0.3033842
0.3145662,0.08552419,0.226259,0.1466204,0.3059728
0.3145665,0.08552442,0.2288313,0.1491758,0.3085631
0.3145671,0.08552508,0.2314052,0.1517325,0.3111552
0.3145674,0.08552536,0.2339807,0.1542905,0.3137489
0.3145684,0.08552591,0.2365576,0.1568498,0.3163445
0.3145684,0.08552745,0.2391362,0.1594105,0.3189418
0.3145689,0.08552793,0.2417163,0.1619726,0.321541
0.314569,0.08552815,0.244298,0.1645361,0.324142
0.3145691,0.08552835,0.2468814,0.167101,0.3267448
0.3145697,0.08552865,0.2494664,0.1696673,0.3293495
0.3145706,0.08552892,0.2520531,0.172235,0.3319561
0.3145727,0.08552912,0.2546415,0.1748043,0.3345646
0.3145736,0.08553165,0.2572316,0.177375,0.337175
0.3145738,0.08553207,0.2598234,0.1799473,0.3397873
0.3145765,0.08553213,0.262417,0.182521,0.3424017
0.3145782,0.08553388,0.2650123,0.1850963,0.345018
0.3145797,0.08553416,0.2676094,0.1876732,0.3476364
0.3145804,0.08553446,0.2702083,0.1902517,0.3502568
0.3145817,0.08553523,0.2728091,0.1928318,0.3528792
0.314582,0.08553548,0.2754116,0.1954135,0.3555037
0.3145846,0.08553585,0.2780161,0.1979968,0.3581303
0.3145853,0.085537,0.2806224,0.2005818,0.360759
0.3145874,0.08553722,0.2832307,0.2031684,0.3633899
0.3145899,0.08553819,0.2858409,0.2057568,0.3660229
0.3146006,0.08554026,0.288453,0.2083469,0.3686581
0.3146035,0.08554087,0.2910671,0.2109388,0.3712955
0.3146151,0.08554239,0.2936832,0.2135324,0.3739351
0.3242009,0.08554312,0.2963013,0.2161277,0.376577
0.3242269,0.08554315,0.2989214,0.2187249,0.3792211
0.3242713,0.08554331,0.3015436,0.221324,0.3818675
0.3242913,0.08554469,0.3041679,0.2239248,0.3845163
0.3242968,0.085545,0.3067942,0.2265275,0.3871674
0.3242977,0.08554725,0.3094227,0.2291321,0.3898208
0.3242993,0.08554747,0.3120533,0.2317386,0.3924766
0.3242996,0.08554774,0.3146861,0.234347,0.3951348
0.3243016,0.08554803,0.3173211,0.2369574,0.3977955
0.3243056,0.08554812,0.3199582,0.2395697,0.4004586
0.3243067,0.08554822,0.3225976,0.2421841,0.4031241
0.3243102,0.08554876,0.3252393,0.2448004,0.4057922
0.3243195,0.08554921,0.3278832,0.2474187,0.4084628
0.3243215,0.08554932,0.3305294,0.2500392,0.4111359
0.3243336,0.08555001,0.3331779,0.2526616,0.4138116
0.324335,0.08555017,0.3358288,0.2552862,0.4164899
0.324338,0.0855508,0.338482,0.2579129,0.4191708
0.3243394,0.08555229,0.3411376,0.2605417,0.4218543
0.3243408,0.08555376,0.3437956,0.2631727,0.4245405
0.3243415,0.08555581,0.3464561,0.2658059,0.4272294
0.3243416,0.08555589,0.349119,0.2684413,0.4299209
0.3243421,0.085556,0.3517843,0.2710789,0.4326153
0.3243436,0.0855565,0.3544522,0.2737188,0.4353124
0.3243475,0.0855567,0.3571226,0.2763609,0.4380122
0.3243502,0.08555695,0.3597956,0.2790053,0.4407149
0.324352,0.08555713,0.3624711,0.281652,0.4434204
0.3243581,0.08555993,0.3651492,0.2843011,0.4461288
0.3243584,0.08555996,0.36783,0.2869525,0.4488401
0.3243624,0.08555998,0.3705134,0.2896064,0.4515543
0.3243642,0.08556004,0.3731995,0.2922626,0.4542714
0.3243644,0.08556036,0.3758882,0.2949213,0.4569915
0.3243665,0.08556088,0.3785797,0.2975824,0.4597145
0.3243732,0.08556104,0.3812739,0.300246,0.4624406
0.3243747,0.08556201,0.3839709,0.3029121,0.4651698
0.3243756,0.08556213,0.3866707,0.3055808,0.467902
0.3243758,0.08556525,0.3893733,0.308252,0.4706373
0.324376,0.08556554,0.3920788,0.3109257,0.4733757
0.324378,0.08556558,0.3947871,0.3136021,0.4761173
0.3243783,0.08556566,0.3974984,0.3162811,0.4788621
0.3243785,0.08556585,0.4002125,0.3189627,0.48161
0.32438,0.08556612,0.4029296,0.3216471,0.4843612
0.3243801,0.08556616,0.4056497,0.3243341,0.4871157
0.3243853,0.08556757,0.4083728,0.3270238,0.4898735
0.3243859,0.08556774,0.4110989,0.3297163,0.4926345
0.3243864,0.08556833,0.4138281,0.3324116,0.495399
0.3243868,0.0855686,0.4165604,0.3351097,0.4981668
0.324388,0.08557097,0.4192958,0.3378106,0.500938
0.3243881,0.08557318,0.4220343,0.3405143,0.5037126
0.3243882,0.08557371,0.424776,0.343221,0.5064907
0.3243918,0.08557494,0.4275209,0.3459305,0.5092724
0.3243921,0.08557872,0.430269,0.348643,0.5120575
0.3243922,0.08557934,0.4330203,0.3513584,0.5148462
0.3243936,0.08558055,0.435775,0.3540769,0.5176385
0.3243946,0.08558164,0.4385329,0.3567983,0.5204344
0.3243953,0.08558176,0.4412942,0.3595228,0.5232339
0.3243955,0.08558179,0.4440589,0.3622504,0.5260371
0.3243967,0.08558402,0.446827,0.364981,0.528844
0.3243991,0.08558501,0.4495985,0.3677148,0.5316547
0.3243998,0.08558579,0.4523734,0.3704517,0.5344691
0.3244023,0.08558595,0.4551518,0.3731918,0.5372874
0.324403,0.08558654,0.4579338,0.3759351,0.5401095
0.3244031,0.08558656,0.4607193,0.3786817,0.5429354
0.3244066,0.085588,0.4635084,0.3814315,0.5457653
0.3244075,0.08558969,0.4663011,0.3841846,0.548599
0.3244076,0.08559079,0.4690974,0.3869411,0.5514368
0.3244077,0.08559362,0.4718974,0.3897009,0.5542786
0.32441,0.08559482,0.4747011,0.392464,0.5571244
0.3244114,0.08559748,0.4775086,0.3952306,0.5599742
0.324412,0.08559857,0.4803198,0.3980007,0.5628282
0.3244185,0.08560126,0.4831348,0.4007742,0.5656863
0.3244189,0.0856023,0.4859537,0.4035512,0.5685485
0.3244192,0.08560237,0.4887764,0.4063318,0.571415
0.3244209,0.08560275,0.491603,0.4091159,0.5742858
0.3244212,0.08560352,0.4944336,0.4119036,0.5771608
0.3244229,0.08560496,0.4972681,0.414695,0.5800401
0.3244236,0.08560616,0.5001066,0.41749,0.5829238
0.3244242,0.08560685,0.5029492,0.4202887,0.5858118
0.3244255,0.08561,0.5057958,0.4230912,0.5887043
0.3244264,0.08561168,0.5086465,0.4258974,0.5916013
0.3244282,0.08561317,0.5115014,0.4287073,0.5945027
0.3244297,0.08561445,0.5143605,0.4315212,0.5974087
0.3244297,0.08561458,0.5172237,0.4343388,0.6003193
0.3244299,0.08561557,0.5200912,0.4371604,0.6032344
0.3244301,0.08561567,0.522963,0.4399859,0.6061543
0.3244325,0.08561755,0.5258391,0.4428153,0.6090788
0.3244338,0.0856179,0.5287196,0.4456488,0.612008
0.3244385,0.0856183,0.5316044,0.4484863,0.6149421
0.3244396,0.08561984,0.5344937,0.4513278,0.6178809
0.3244407,0.08562179,0.5373875,0.4541734,0.6208246
0.324441,0.08562187,0.5402857,0.4570232,0.6237732
0.3244432,0.08562207,0.5431885,0.4598771,0.6267267
0.3244448,0.08562324,0.5460959,0.4627353,0.6296852
0.3244458,0.08562462,0.5490079,0.4655977,0.6326487
0.324449,0.0856248,0.5519246,0.4684643,0.6356173
0.3244491,0.08562554,0.554846,0.4713353,0.638591
0.3244498,0.08562558,0.5577721,0.4742106,0.6415698
0.3244504,0.08562631,0.560703,0.4770904,0.6445538
0.3244532,0.0856264,0.5636388,0.4799745,0.6475431
0.3244544,0.08562657,0.5665794,0.4828632,0.6505376
0.3244552,0.08562702,0.5695249,0.4857563,0.6535375
0.3244561,0.08562713,0.5724753,0.488654,0.6565427
0.3244563,0.08563084,0.5754308,0.4915563,0.6595533
0.3244584,0.08563216,0.5783913,0.4944632,0.6625694
0.3244584,0.08563575,0.5813568,0.4973747,0.665591
0.3244588,0.08563994,0.5843275,0.500291,0.6686182
0.3244598,0.08564146,0.5873033,0.503212,0.6716509
0.3244599,0.0856454,0.5902844,0.5061378,0.6746894
0.3244611,0.08564689,0.5932707,0.5090684,0.6777335
0.324463,0.08564747,0.5962623,0.5120039,0.6807833
0.3244634,0.08564819,0.5992593,0.5149443,0.683839
0.3244636,0.08564903,0.6022616,0.5178897,0.6869005
0.3244638,0.08565124,0.6052694,0.52084,0.6899679
0.324464,0.0856544,0.6082827,0.5237955,0.6930412
0.324465,0.08565469,0.6113015,0.526756,0.6961205
0.3244674,0.08565474,0.6143259,0.5297216,0.6992059
0.3244679,0.08566541,0.6173559,0.5326924,0.7022974
0.3244681,0.08566638,0.6203916,0.5356684,0.7053951
0.3244696,0.08566882,0.623433,0.5386497,0.7084989
0.3244702,0.08567329,0.6264802,0.5416363,0.711609
0.3244714,0.08567396,0.6295333,0.5446283,0.7147255
0.3244722,0.08567567,0.6325922,0.5476257,0.7178483
0.3244733,0.08567604,0.635657,0.5506285,0.7209775
0.3244733,0.08568115,0.6387278,0.5536368,0.7241132
0.3244772,0.08569015,0.6418047,0.5566507,0.7272555
0.3244774,0.08569397,0.6448876,0.5596702,0.7304044
0.3244784,0.08570124,0.6479767,0.5626953,0.7335599
0.3244794,0.0857033,0.651072,0.5657261,0.7367221
0.3244794,0.08571509,0.6541736,0.5687627,0.7398911
0.3244798,0.0857184,0.6572814,0.5718051,0.7430669
0.3244798,0.08572413,0.6603956,0.5748533,0.7462497
0.3244801,0.0857313,0.6635162,0.5779074,0.7494393
0.3244805,0.08574081,0.6666433,0.5809675,0.752636
0.3244819,0.08574093,0.6697769,0.5840336,0.7558398
0.3244834,0.08574177,0.6729172,0.5871058,0.7590508
0.3244834,0.08577671,0.676064,0.590184,0.7622689
0.3244836,0.08580056,0.6792176,0.5932685,0.7654943
0.3244845,0.09541524,0.6823779,0.5963592,0.7687271
0.3244845,0.09541738,0.6855451,0.5994561,0.7719672
0.3244852,0.09541854,0.6887192,0.6025594,0.7752148
0.3244861,0.09541861,0.6919002,0.6056691,0.77847
0.324488,0.09542025,0.6950882,0.6087853,0.7817327
0.3244882,0.0954227,0.6982834,0.6119079,0.7850032
0.3244882,0.09542704,0.7014856,0.6150371,0.7882814
0.3244884,0.09543038,0.7046951,0.618173,0.7915674
0.3244891,0.0954309,0.7079119,0.6213155,0.7948613
0.3244898,0.09543194,0.7111359,0.6244648,0.7981631
0.32449,0.09543305,0.7143674,0.627621,0.801473
0.3244902,0.09543409,0.7176064,0.6307839,0.804791
0.3244904,0.0954341,0.7208529,0.6339539,0.8081172
0.3244908,0.09543802,0.7241071,0.6371308,0.8114516
0.3244927,0.09543908,0.7273689,0.6403148,0.8147943
0.3244929,0.09544019,0.7306385,0.643506,0.8181455
0.3244932,0.09544243,0.7339159,0.6467043,0.8215052
0.3244943,0.09544314,0.7372012,0.6499099,0.8248735
0.3244944,0.0954446,0.7404945,0.6531228,0.8282503
0.3244946,0.09544478,0.7437958,0.6563431,0.831636
0.3244953,0.09544628,0.7471053,0.6595709,0.8350304
0.3244959,0.09544661,0.750423,0.6628063,0.8384338
0.324496,0.09544856,0.7537489,0.6660492,0.8418461
0.3244986,0.09544862,0.7570832,0.6692998,0.8452675
0.3244992,0.09544884,0.760426,0.6725582,0.8486981
0.3244999,0.09545054,0.7637772,0.6758244,0.8521379
0.3244999,0.09545246,0.7671371,0.6790985,0.855587
0.3245006,0.09545343,0.7705057,0.6823806,0.8590456
0.3245007,0.09545733,0.773883,0.6856707,0.8625137
0.3245007,0.09545767,0.7772691,0.688969,0.8659914
0.3245018,0.0954579,0.7806642,0.6922755,0.8694788
0.3245021,0.09546197,0.7840684,0.6955903,0.872976
0.3245022,0.09546221,0.7874816,0.6989134,0.8764831
0.3245023,0.09546309,0.790904,0.702245,0.8800001
0.3245028,0.09546329,0.7943357,0.7055851,0.8835273
0.324503,0.09546459,0.7977768,0.7089338,0.8870647
0.3245032,0.0954668,0.8012274,0.7122912,0.8906123
0.3245035,0.09546683,0.8046876,0.7156574,0.8941704
0.3245036,0.09547023,0.8081574,0.7190325,0.8977389
0.3245036,0.09547148,0.8116369,0.7224165,0.9013181
0.3245038,0.09547151,0.8151263,0.7258096,0.9049079
0.3245041,0.09547286,0.8186257,0.7292117,0.9085086
0.3245046,0.0954736,0.8221351,0.7326232,0.9121202
0.3245048,0.09547392,0.8256547,0.7360439,0.9157429
0.3245059,0.09547397,0.8291845,0.739474,0.9193767
0.3245062,0.09547427,0.8327247,0.7429137,0.9230218
0.3245065,0.09547445,0.8362754,0.7463629,0.9266783
0.3245068,0.09547472,0.8398366,0.7498218,0.9303462
0.3245082,0.09547576,0.8434085,0.7532906,0.9340258
0.3245083,0.09547597,0.8469912,0.7567691,0.9377172
0.3245084,0.09547606,0.8505849,0.7602578,0.9414204
0.3245085,0.09547621,0.8541895,0.7637565,0.9451356
0.3245099,0.09547643,0.8578053,0.7672654,0.9488629
0.3245104,0.09547675,0.8614323,0.7707846,0.9526025
0.3245105,0.09547695,0.8650707,0.7743142,0.9563545
0.3245108,0.09547744,0.8687205,0.7778544,0.9601189
0.3245109,0.0954778,0.872382,0.7814051,0.9638961
0.324511,0.09547807,0.8760552,0.7849666,0.967686
0.3245123,0.09547832,0.8797403,0.788539,0.9714888
0.3245125,0.0954791,0.8834374,0.7921223,0.9753047
0.324513,0.09547923,0.8871466,0.7957168,0.9791338
0.3245142,0.09548112,0.890868,0.7993224,0.9829762
0.3245151,0.09548185,0.8946018,0.8029393,0.9868322
0.3245162,0.09548216,0.8983481,0.8065677,0.9907018
0.3245168,0.09548258,0.9021071,0.8102077,0.9945852
0.32452,0.09548308,0.9058788,0.8138593,0.9984826
0.3245208,0.09548312,0.9096635,0.8175228,1.002394
0.3245211,0.09548322,0.9134613,0.8211982,1.00632
0.3245213,0.09548325,0.9172722,0.8248857,1.01026
0.3245214,0.09548443,0.9210966,0.8285854,1.014215
0.324523,0.09548567,0.9249345,0.8322975,1.018184
